ACTO,CONVOCATORIA,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,PRECANDIDATO,HOJA,CNT_VOTOS
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,58,FAE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,58,FAE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",360,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,58,FAE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",711,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,58,FAE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,59,FAF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,59,FAF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",52,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,59,FAF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",77,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,59,FAF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,59,FAF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,59,FAF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",624,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,59,FAF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,60,FAF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,60,FAF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",52,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,60,FAF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",76,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,60,FAF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,60,FAF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,60,FAF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,9
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,61,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,61,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",624,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,61,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,62,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,62,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",52,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,62,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,62,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",141,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,62,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,62,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,8
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,63,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",77,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,63,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,63,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,8
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,64,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,64,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,7
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,64,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,64,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1968,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,65,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,65,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,65,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,9
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,66,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,66,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,66,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",949,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,66,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,67,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,67,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,4
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,67,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",711,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,67,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,68,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,68,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,68,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,4
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,68,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,69,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,69,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,69,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1968,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,70,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",77,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,70,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,70,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,70,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",624,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,70,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",711,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,70,FBA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,71,FBB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",711,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,72,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,7
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,72,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",360,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,72,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,73,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,10
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,73,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,73,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,8
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,74,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",77,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,74,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,74,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,75,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,75,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",360,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,75,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,75,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,76,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,76,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,76,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,76,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",711,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,76,FBC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,4
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,78,FBE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",52,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,78,FBE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,78,FBE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,8
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,78,FBE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,79,FBE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",360,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,79,FBE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,79,FBE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",711,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,79,FBE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,80,FBE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",77,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,80,FBE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,80,FBE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,80,FBE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,82,FCA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,82,FCA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",624,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,82,FCA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,83,FCB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",77,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,83,FCB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,83,FCB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,83,FCB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,84,FCB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,84,FCB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",76,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,84,FCB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,84,FCB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,84,FCB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,85,FCC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,87,FCE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,9
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,87,FCE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,89,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,89,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,7
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,89,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,4
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,90,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,90,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,90,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,91,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",52,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,91,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,91,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,8
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,91,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",624,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,91,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",711,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,91,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,9
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,92,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,8
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,92,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",949,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,92,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,11
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,93,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",77,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,93,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,10
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,93,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,94,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,94,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,94,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,94,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,95,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",52,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,95,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,95,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,95,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",711,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,95,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,96,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,96,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",141,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,96,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,9
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,96,FDA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,12
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,97,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",77,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,97,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,97,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,26
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,98,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,98,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,25
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,99,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,99,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",77,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,99,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",711,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,99,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,8
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,100,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",360,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,100,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,100,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,20
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,101,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,101,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,21
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,102,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,102,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,23
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,103,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,103,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,32
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,104,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",360,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,104,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,104,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",624,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,104,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",949,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,104,FDB,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,40
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,105,FDC,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,107,FDE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,107,FDE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",141,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,107,FDE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,108,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,108,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,108,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,109,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",76,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,109,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,109,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",360,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,109,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,109,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",711,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,109,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,110,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,110,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,110,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,111,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",52,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,111,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,111,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,111,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,112,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,112,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,112,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",711,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,112,FEA,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,116,FEE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,116,FEE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,116,FEE,Departamental,"ORSI MARTINEZ, Yamandu Ramon",949,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,117,FEF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,117,FEF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,117,FEF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",1828,4
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,118,FEF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",46,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,118,FEF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",77,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,118,FEF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",95,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,118,FEF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",609,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,118,FEF,Departamental,"ORSI MARTINEZ, Yamandu Ramon",624,1
