ACTO,CONVOCATORIA,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,PRECANDIDATO,HOJA,CNT_VOTOS
2024-06-30,Asamblea_Popular_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"MARTÍNEZ MARUCA, Walter Gonzalo",326,1
2024-06-30,Asamblea_Popular_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"MARTÍNEZ MARUCA, Walter Gonzalo",326,1
2024-06-30,Asamblea_Popular_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"MARTÍNEZ MARUCA, Walter Gonzalo",326,1
2024-06-30,Asamblea_Popular_-_O.D.N.,Treinta y Tres,16,FAA,Departamental,"MARTÍNEZ MARUCA, Walter Gonzalo",326,1
2024-06-30,Asamblea_Popular_-_O.D.N.,Treinta y Tres,22,FAA,Departamental,"MARTÍNEZ MARUCA, Walter Gonzalo",326,1
2024-06-30,Asamblea_Popular_-_O.D.N.,Treinta y Tres,30,FAA,Departamental,"MARTÍNEZ MARUCA, Walter Gonzalo",326,1
2024-06-30,Asamblea_Popular_-_O.D.N.,Treinta y Tres,122,FEF,Departamental,"MARTÍNEZ MARUCA, Walter Gonzalo",326,1
2024-06-30,Avanzar_Republicano_O.D.N.,Treinta y Tres,4,FAA,Departamental,"PEREZ BANCHERO, Felipe Martin",937,1
2024-06-30,Avanzar_Republicano_O.D.N.,Treinta y Tres,21,FAA,Departamental,"PEREZ BANCHERO, Felipe Martin",937,1
2024-06-30,Avanzar_Republicano_O.D.N.,Treinta y Tres,25,FAA,Departamental,"PEREZ BANCHERO, Felipe Martin",937,1
2024-06-30,Avanzar_Republicano_O.D.N.,Treinta y Tres,46,FAA,Departamental,"PEREZ BANCHERO, Felipe Martin",937,1
2024-06-30,Basta_Ya_O.D.N.,Treinta y Tres,12,FAA,Departamental,"BONICA SIERRA, Jorge Enrique",39,1
2024-06-30,Basta_Ya_O.D.N.,Treinta y Tres,21,FAA,Departamental,"BONICA SIERRA, Jorge Enrique",39,1
2024-06-30,Basta_Ya_O.D.N.,Treinta y Tres,22,FAA,Departamental,"BONICA SIERRA, Jorge Enrique",39,1
2024-06-30,Basta_Ya_O.D.N.,Treinta y Tres,23,FAA,Departamental,"BONICA SIERRA, Jorge Enrique",39,1
2024-06-30,Basta_Ya_O.D.N.,Treinta y Tres,25,FAA,Departamental,"BONICA SIERRA, Jorge Enrique",39,1
2024-06-30,Basta_Ya_O.D.N.,Treinta y Tres,30,FAA,Departamental,"BONICA SIERRA, Jorge Enrique",39,1
2024-06-30,Basta_Ya_O.D.N.,Treinta y Tres,60,FAF,Departamental,"BONICA SIERRA, Jorge Enrique",39,1
2024-06-30,Basta_Ya_O.D.N.,Treinta y Tres,109,FEA,Departamental,"BONICA SIERRA, Jorge Enrique",39,1
2024-06-30,Basta_Ya_O.D.N.,Treinta y Tres,117,FEF,Departamental,"BONICA SIERRA, Jorge Enrique",39,1
2024-06-30,Basta_Ya_O.D.N.,Treinta y Tres,122,FEF,Departamental,"BONICA SIERRA, Jorge Enrique",39,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,1,FAA,Departamental,"MANINI STRATTA, Guido",456,5
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,2,FAA,Departamental,"MANINI STRATTA, Guido",456,3
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,3,FAA,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,4,FAA,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,5,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,5,FAA,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,6,FAA,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,7,FAA,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,8,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,8,FAA,Departamental,"MANINI STRATTA, Guido",7001,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,9,FAA,Departamental,"MANINI STRATTA, Guido",288,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,9,FAA,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,10,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,11,FAA,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,12,FAA,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,13,FAA,Departamental,"MANINI STRATTA, Guido",456,3
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,14,FAA,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,15,FAA,Departamental,"MANINI STRATTA, Guido",456,5
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,15,FAA,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,16,FAA,Departamental,"MANINI STRATTA, Guido",456,3
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,16,FAA,Departamental,"MANINI STRATTA, Guido",7001,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,17,FAA,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,18,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,19,FAA,Departamental,"MANINI STRATTA, Guido",456,3
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,20,FAA,Departamental,"MANINI STRATTA, Guido",456,3
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,22,FAA,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,24,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,25,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,26,FAA,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,28,FAA,Departamental,"MANINI STRATTA, Guido",288,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,28,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,29,FAA,Departamental,"MANINI STRATTA, Guido",288,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,29,FAA,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,31,FAA,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,31,FAA,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,32,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,34,FAA,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,35,FAA,Departamental,"MANINI STRATTA, Guido",456,3
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,35,FAA,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,36,FAA,Departamental,"MANINI STRATTA, Guido",456,3
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,36,FAA,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,37,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,38,FAA,Departamental,"MANINI STRATTA, Guido",288,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,39,FAA,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,39,FAA,Departamental,"MANINI STRATTA, Guido",7001,3
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,40,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,42,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,45,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,46,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,47,FAA,Departamental,"MANINI STRATTA, Guido",288,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,48,FAA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,48,FAA,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,49,FAB,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,51,FAC,Departamental,"MANINI STRATTA, Guido",456,5
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,53,FAC,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,54,FAD,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,55,FAD,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,56,FAE,Departamental,"MANINI STRATTA, Guido",456,3
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,56,FAE,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,57,FAE,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,58,FAE,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,60,FAF,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,61,FBA,Departamental,"MANINI STRATTA, Guido",456,6
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,63,FBA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,64,FBA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,65,FBA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,66,FBA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,68,FBA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,69,FBA,Departamental,"MANINI STRATTA, Guido",456,3
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,70,FBA,Departamental,"MANINI STRATTA, Guido",288,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,71,FBB,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,73,FBC,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,74,FBC,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,76,FBC,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,77,FBD,Departamental,"MANINI STRATTA, Guido",456,3
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,78,FBE,Departamental,"MANINI STRATTA, Guido",456,9
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,79,FBE,Departamental,"MANINI STRATTA, Guido",288,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,79,FBE,Departamental,"MANINI STRATTA, Guido",456,4
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,80,FBE,Departamental,"MANINI STRATTA, Guido",288,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,80,FBE,Departamental,"MANINI STRATTA, Guido",456,8
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,81,FBF,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,87,FCE,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,89,FDA,Departamental,"MANINI STRATTA, Guido",288,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,90,FDA,Departamental,"MANINI STRATTA, Guido",288,9
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,91,FDA,Departamental,"MANINI STRATTA, Guido",288,6
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,92,FDA,Departamental,"MANINI STRATTA, Guido",288,7
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,92,FDA,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,93,FDA,Departamental,"MANINI STRATTA, Guido",288,5
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,94,FDA,Departamental,"MANINI STRATTA, Guido",288,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,96,FDA,Departamental,"MANINI STRATTA, Guido",288,4
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,97,FDB,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,103,FDB,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,106,FDD,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,107,FDE,Departamental,"MANINI STRATTA, Guido",456,5
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,109,FEA,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,110,FEA,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,112,FEA,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,113,FEB,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,117,FEF,Departamental,"MANINI STRATTA, Guido",456,5
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,117,FEF,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,118,FEF,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,119,FEF,Departamental,"MANINI STRATTA, Guido",288,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,119,FEF,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,120,FEF,Departamental,"MANINI STRATTA, Guido",456,3
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,120,FEF,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,121,FEF,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,121,FEF,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,122,FEF,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,125,FEF,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,126,FEF,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,126,FEF,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,127,FEF,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,127,FEF,Departamental,"MANINI STRATTA, Guido",7001,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,128,FEF,Departamental,"MANINI STRATTA, Guido",456,2
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,128,FEF,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,132,FEF,Departamental,"MANINI STRATTA, Guido",456,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,9001,FZZ,Departamental,"MANINI STRATTA, Guido",288,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,9001,FZZ,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,9002,FZZ,Departamental,"MANINI STRATTA, Guido",288,1
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,9002,FZZ,Departamental,"MANINI STRATTA, Guido",456,4
2024-06-30,Cabildo_Abierto_O.D.N.,Treinta y Tres,9002,FZZ,Departamental,"MANINI STRATTA, Guido",7001,1
2024-06-30,Constitucional_Ambientalista_O.D.N.,Treinta y Tres,3,FAA,Departamental,"LUST HITTA, Eduardo Manuel",1187,1
2024-06-30,Constitucional_Ambientalista_O.D.N.,Treinta y Tres,7,FAA,Departamental,"LUST HITTA, Eduardo Manuel",1187,1
2024-06-30,Constitucional_Ambientalista_O.D.N.,Treinta y Tres,9,FAA,Departamental,"LUST HITTA, Eduardo Manuel",1187,1
2024-06-30,Constitucional_Ambientalista_O.D.N.,Treinta y Tres,10,FAA,Departamental,"LUST HITTA, Eduardo Manuel",1187,1
2024-06-30,Constitucional_Ambientalista_O.D.N.,Treinta y Tres,14,FAA,Departamental,"LUST HITTA, Eduardo Manuel",1187,1
2024-06-30,Constitucional_Ambientalista_O.D.N.,Treinta y Tres,32,FAA,Departamental,"LUST HITTA, Eduardo Manuel",1187,1
2024-06-30,Constitucional_Ambientalista_O.D.N.,Treinta y Tres,37,FAA,Departamental,"LUST HITTA, Eduardo Manuel",1187,1
2024-06-30,Constitucional_Ambientalista_O.D.N.,Treinta y Tres,54,FAD,Departamental,"LUST HITTA, Eduardo Manuel",1187,1
2024-06-30,Constitucional_Ambientalista_O.D.N.,Treinta y Tres,110,FEA,Departamental,"LUST HITTA, Eduardo Manuel",1187,1
2024-06-30,Constitucional_Ambientalista_O.D.N.,Treinta y Tres,9002,FZZ,Departamental,"LUST HITTA, Eduardo Manuel",1187,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",90,4
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1001,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1358,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,1,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",3311,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",90,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",800,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1001,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1303,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1358,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1808,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",3311,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,2,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",5640,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",90,4
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1001,4
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1358,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1808,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,3,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",3311,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",90,4
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1001,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1303,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1358,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",3311,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",5005,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,4,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",99000,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",90,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",800,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1001,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1358,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,5,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",3311,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",90,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",567,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1001,7
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1358,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",3311,4
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,6,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",5005,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",90,8
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",567,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",800,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1001,4
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1303,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1358,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1808,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",2040,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",3311,3
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",5005,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,7,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",99000,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",90,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1001,6
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1303,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1358,2
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,8,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",3311,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",90,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",800,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",1001,5
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,9,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",2040,1
2024-06-30,Frente_Amplio_-_O.D.N.,Treinta y Tres,10,FAA,Departamental,"COSSE GARRIDO, Ana Carolina",90,4
