ACTO,PARTIDO,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,HOJA,CNT_VOTOS
2024-06-30,Asamblea Popular,Colonia,6,NAB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,11,NAB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,13,NAB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,16,NAB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,47,NAD,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,78,NCB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,102,NDB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,107,NDB,Departamental,1326,2
2024-06-30,Asamblea Popular,Colonia,109,NDB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,170,NHB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,172,NHB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,174,NHB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,175,NHB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,182,NHB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,183,NHB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,187,NHB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,188,NHB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,192,NHB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,193,NHB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,194,NHB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,202,NHB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,211,NIB,Departamental,1326,2
2024-06-30,Asamblea Popular,Colonia,212,NIB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,213,NIB,Departamental,1326,3
2024-06-30,Asamblea Popular,Colonia,215,NIB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,216,NIB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,218,NIB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,220,NIB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,221,NIB,Departamental,1326,3
2024-06-30,Asamblea Popular,Colonia,222,NIB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,223,NIB,Departamental,1326,3
2024-06-30,Asamblea Popular,Colonia,224,NIB,Departamental,1326,1
2024-06-30,Asamblea Popular,Colonia,246,NKC,Departamental,1326,2
2024-06-30,Asamblea Popular,Colonia,9001,NZZ,Departamental,1326,3
2024-06-30,Asamblea Popular,Colonia,9004,NZZ,Departamental,1326,1
2024-06-30,Avanzar Republicano,Colonia,166,NHB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,169,NHB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,170,NHB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,172,NHB,Departamental,947,2
2024-06-30,Avanzar Republicano,Colonia,174,NHB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,184,NHB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,187,NHB,Departamental,947,4
2024-06-30,Avanzar Republicano,Colonia,188,NHB,Departamental,947,3
2024-06-30,Avanzar Republicano,Colonia,190,NHB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,191,NHB,Departamental,947,2
2024-06-30,Avanzar Republicano,Colonia,195,NHB,Departamental,947,2
2024-06-30,Avanzar Republicano,Colonia,198,NHB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,199,NHB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,202,NHB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,208,NIB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,209,NIB,Departamental,947,3
2024-06-30,Avanzar Republicano,Colonia,212,NIB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,213,NIB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,214,NIB,Departamental,947,2
2024-06-30,Avanzar Republicano,Colonia,215,NIB,Departamental,947,4
2024-06-30,Avanzar Republicano,Colonia,216,NIB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,217,NIB,Departamental,947,5
2024-06-30,Avanzar Republicano,Colonia,221,NIB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,222,NIB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,223,NIB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,224,NIB,Departamental,947,2
2024-06-30,Avanzar Republicano,Colonia,225,NIB,Departamental,947,1
2024-06-30,Avanzar Republicano,Colonia,226,NIB,Departamental,947,2
2024-06-30,Avanzar Republicano,Colonia,228,NIB,Departamental,947,2
2024-06-30,Avanzar Republicano,Colonia,9002,NZZ,Departamental,947,1
2024-06-30,Cabildo Abierto,Colonia,3,NAB,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,4,NAB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,5,NAB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,6,NAB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,8,NAB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,8,NAB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,9,NAB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,9,NAB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,10,NAB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,11,NAB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,11,NAB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,12,NAB,Departamental,44,4
2024-06-30,Cabildo Abierto,Colonia,13,NAB,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,13,NAB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,14,NAB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,15,NAB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,15,NAB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,16,NAB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,17,NAB,Departamental,44,5
2024-06-30,Cabildo Abierto,Colonia,17,NAB,Departamental,456,4
2024-06-30,Cabildo Abierto,Colonia,18,NAB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,19,NAB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,19,NAB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,20,NAB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,20,NAB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,21,NAB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,22,NAB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,22,NAB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,24,NAB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,25,NAB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,28,NAB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,29,NAC,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,29,NAC,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,30,NAC,Departamental,44,5
2024-06-30,Cabildo Abierto,Colonia,30,NAC,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,31,NAC,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,31,NAC,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,32,NAC,Departamental,44,4
2024-06-30,Cabildo Abierto,Colonia,33,NAC,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,33,NAC,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,34,NAC,Departamental,44,3
2024-06-30,Cabildo Abierto,Colonia,35,NAC,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,35,NAC,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,36,NAC,Departamental,44,5
2024-06-30,Cabildo Abierto,Colonia,37,NAD,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,38,NAD,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,39,NAD,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,40,NAD,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,40,NAD,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,41,NAD,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,43,NAD,Departamental,44,3
2024-06-30,Cabildo Abierto,Colonia,44,NAD,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,47,NAD,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,47,NAD,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,48,NBA,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,54,NBD,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,55,NBD,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,56,NBD,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,60,NBD,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,62,NBD,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,64,NBD,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,66,NBD,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,69,NBD,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,71,NCA,Departamental,456,8
2024-06-30,Cabildo Abierto,Colonia,73,NCB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,74,NCB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,75,NCB,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,76,NCB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,77,NCB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,77,NCB,Departamental,456,4
2024-06-30,Cabildo Abierto,Colonia,78,NCB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,78,NCB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,79,NCB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,80,NCB,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,80,NCB,Departamental,456,5
2024-06-30,Cabildo Abierto,Colonia,81,NCB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,82,NCB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,83,NCB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,83,NCB,Departamental,456,4
2024-06-30,Cabildo Abierto,Colonia,84,NCB,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,85,NCB,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,86,NCB,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,87,NCB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,88,NCB,Departamental,456,4
2024-06-30,Cabildo Abierto,Colonia,90,NCB,Departamental,456,7
2024-06-30,Cabildo Abierto,Colonia,91,NCB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,91,NCB,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,91,NCB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,92,NCB,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,92,NCB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,93,NCB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,94,NCB,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,95,NCB,Departamental,456,5
2024-06-30,Cabildo Abierto,Colonia,96,NDA,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,96,NDA,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,97,NDA,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,99,NDA,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,101,NDB,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,102,NDB,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,103,NDB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,103,NDB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,104,NDB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,104,NDB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,105,NDB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,106,NDB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,107,NDB,Departamental,96,2
2024-06-30,Cabildo Abierto,Colonia,107,NDB,Departamental,456,4
2024-06-30,Cabildo Abierto,Colonia,108,NDB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,109,NDB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,110,NDB,Departamental,456,4
2024-06-30,Cabildo Abierto,Colonia,111,NEA,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,112,NEA,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,113,NEA,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,117,NEB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,117,NEB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,118,NEB,Departamental,456,4
2024-06-30,Cabildo Abierto,Colonia,119,NEB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,120,NEB,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,120,NEB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,122,NEB,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,122,NEB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,123,NEB,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,124,NEB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,126,NEB,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,126,NEB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,128,NEB,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,128,NEB,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,129,NEB,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,129,NEB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,132,NEB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,132,NEB,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,133,NEB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,134,NEB,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,134,NEB,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,135,NEB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,137,NEB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,138,NEB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,139,NFA,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,142,NFC,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,143,NFC,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,145,NFC,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,146,NFD,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,154,NGB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,168,NHB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,172,NHB,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,176,NHB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,182,NHB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,186,NHB,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,191,NHB,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,191,NHB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,192,NHB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,193,NHB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,194,NHB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,195,NHB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,199,NHB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,200,NHB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,201,NHB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,203,NHB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,204,NHB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,205,NHB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,208,NIB,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,209,NIB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,209,NIB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,210,NIB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,210,NIB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,213,NIB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,215,NIB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,219,NIB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,223,NIB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,226,NIB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,233,NKA,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,234,NKA,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,238,NKC,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,239,NKC,Departamental,44,4
2024-06-30,Cabildo Abierto,Colonia,240,NKC,Departamental,44,3
2024-06-30,Cabildo Abierto,Colonia,241,NKC,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,242,NKC,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,242,NKC,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,243,NKC,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,244,NKC,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,245,NKC,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,245,NKC,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,246,NKC,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,246,NKC,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,247,NKC,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,247,NKC,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,248,NKC,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,250,NKC,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,251,NKC,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,253,NKC,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,255,NKC,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,256,NKD,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,257,NKD,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,259,NLA,Departamental,456,9
2024-06-30,Cabildo Abierto,Colonia,261,NLB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,262,NLB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,263,NLB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,264,NLB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,270,NLB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,272,NLB,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,273,NLB,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,275,NLB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,276,NLB,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,276,NLB,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,277,NLB,Departamental,96,1
2024-06-30,Cabildo Abierto,Colonia,280,NLB,Departamental,96,2
2024-06-30,Cabildo Abierto,Colonia,286,NLC,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,287,NLC,Departamental,456,1
2024-06-30,Cabildo Abierto,Colonia,289,NLC,Departamental,456,4
2024-06-30,Cabildo Abierto,Colonia,290,NLC,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,9001,NZZ,Departamental,44,1
2024-06-30,Cabildo Abierto,Colonia,9001,NZZ,Departamental,456,4
2024-06-30,Cabildo Abierto,Colonia,9002,NZZ,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,9002,NZZ,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,9003,NZZ,Departamental,44,3
2024-06-30,Cabildo Abierto,Colonia,9003,NZZ,Departamental,456,2
2024-06-30,Cabildo Abierto,Colonia,9004,NZZ,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,9004,NZZ,Departamental,456,3
2024-06-30,Cabildo Abierto,Colonia,9005,NZZ,Departamental,44,2
2024-06-30,Cabildo Abierto,Colonia,9005,NZZ,Departamental,456,3
2024-06-30,Constitucional Ambientalista,Colonia,25,NAB,Departamental,187,1
2024-06-30,Constitucional Ambientalista,Colonia,48,NBA,Departamental,187,2
2024-06-30,Constitucional Ambientalista,Colonia,106,NDB,Departamental,187,1
2024-06-30,Constitucional Ambientalista,Colonia,108,NDB,Departamental,187,1
2024-06-30,Constitucional Ambientalista,Colonia,110,NDB,Departamental,187,1
2024-06-30,Constitucional Ambientalista,Colonia,171,NHB,Departamental,187,1
2024-06-30,Constitucional Ambientalista,Colonia,184,NHB,Departamental,187,1
2024-06-30,Constitucional Ambientalista,Colonia,227,NIB,Departamental,187,2
2024-06-30,Constitucional Ambientalista,Colonia,239,NKC,Departamental,187,1
2024-06-30,Constitucional Ambientalista,Colonia,249,NKC,Departamental,187,1
2024-06-30,Constitucional Ambientalista,Colonia,251,NKC,Departamental,187,1
2024-06-30,Constitucional Ambientalista,Colonia,253,NKC,Departamental,187,1
2024-06-30,Constitucional Ambientalista,Colonia,273,NLB,Departamental,187,1
2024-06-30,Frente Amplio,Colonia,1,NAA,Departamental,190,1
2024-06-30,Frente Amplio,Colonia,1,NAA,Departamental,195,1
2024-06-30,Frente Amplio,Colonia,1,NAA,Departamental,311,2
2024-06-30,Frente Amplio,Colonia,1,NAA,Departamental,1609,1
2024-06-30,Frente Amplio,Colonia,1,NAA,Departamental,1711,1
2024-06-30,Frente Amplio,Colonia,1,NAA,Departamental,11828,2
2024-06-30,Frente Amplio,Colonia,2,NAA,Departamental,152,1
2024-06-30,Frente Amplio,Colonia,2,NAA,Departamental,311,6
2024-06-30,Frente Amplio,Colonia,2,NAA,Departamental,1567,2
2024-06-30,Frente Amplio,Colonia,2,NAA,Departamental,1711,2
2024-06-30,Frente Amplio,Colonia,2,NAA,Departamental,11303,1
2024-06-30,Frente Amplio,Colonia,2,NAA,Departamental,11828,2
2024-06-30,Frente Amplio,Colonia,3,NAB,Departamental,195,3
2024-06-30,Frente Amplio,Colonia,3,NAB,Departamental,311,1
2024-06-30,Frente Amplio,Colonia,3,NAB,Departamental,949,1
2024-06-30,Frente Amplio,Colonia,3,NAB,Departamental,1567,1
2024-06-30,Frente Amplio,Colonia,3,NAB,Departamental,1609,7
2024-06-30,Frente Amplio,Colonia,3,NAB,Departamental,1624,1
2024-06-30,Frente Amplio,Colonia,3,NAB,Departamental,1711,2
2024-06-30,Frente Amplio,Colonia,3,NAB,Departamental,2001,2
2024-06-30,Frente Amplio,Colonia,3,NAB,Departamental,2949,1
2024-06-30,Frente Amplio,Colonia,3,NAB,Departamental,11303,2
2024-06-30,Frente Amplio,Colonia,3,NAB,Departamental,998001,1
2024-06-30,Frente Amplio,Colonia,4,NAB,Departamental,119,1
2024-06-30,Frente Amplio,Colonia,4,NAB,Departamental,152,2
2024-06-30,Frente Amplio,Colonia,4,NAB,Departamental,190,1
2024-06-30,Frente Amplio,Colonia,4,NAB,Departamental,195,1
2024-06-30,Frente Amplio,Colonia,4,NAB,Departamental,813,1
2024-06-30,Frente Amplio,Colonia,4,NAB,Departamental,949,1
2024-06-30,Frente Amplio,Colonia,4,NAB,Departamental,1567,3
2024-06-30,Frente Amplio,Colonia,4,NAB,Departamental,1609,12
2024-06-30,Frente Amplio,Colonia,4,NAB,Departamental,1624,1
2024-06-30,Frente Amplio,Colonia,4,NAB,Departamental,2001,1
2024-06-30,Frente Amplio,Colonia,4,NAB,Departamental,2949,2
2024-06-30,Frente Amplio,Colonia,4,NAB,Departamental,11303,1
2024-06-30,Frente Amplio,Colonia,5,NAB,Departamental,190,1
2024-06-30,Frente Amplio,Colonia,5,NAB,Departamental,195,1
2024-06-30,Frente Amplio,Colonia,5,NAB,Departamental,813,2
2024-06-30,Frente Amplio,Colonia,5,NAB,Departamental,949,1
2024-06-30,Frente Amplio,Colonia,5,NAB,Departamental,1567,2
2024-06-30,Frente Amplio,Colonia,5,NAB,Departamental,1609,12
2024-06-30,Frente Amplio,Colonia,5,NAB,Departamental,1624,1
2024-06-30,Frente Amplio,Colonia,5,NAB,Departamental,1711,3
2024-06-30,Frente Amplio,Colonia,5,NAB,Departamental,11303,4
2024-06-30,Frente Amplio,Colonia,5,NAB,Departamental,11828,1
2024-06-30,Frente Amplio,Colonia,5,NAB,Departamental,998001,1
2024-06-30,Frente Amplio,Colonia,6,NAB,Departamental,152,2
2024-06-30,Frente Amplio,Colonia,6,NAB,Departamental,176,1
2024-06-30,Frente Amplio,Colonia,6,NAB,Departamental,177,1
2024-06-30,Frente Amplio,Colonia,6,NAB,Departamental,195,1
2024-06-30,Frente Amplio,Colonia,6,NAB,Departamental,311,1
2024-06-30,Frente Amplio,Colonia,6,NAB,Departamental,949,1
2024-06-30,Frente Amplio,Colonia,6,NAB,Departamental,1567,6
2024-06-30,Frente Amplio,Colonia,6,NAB,Departamental,1609,8
2024-06-30,Frente Amplio,Colonia,6,NAB,Departamental,1624,3
2024-06-30,Frente Amplio,Colonia,6,NAB,Departamental,1711,1
2024-06-30,Frente Amplio,Colonia,6,NAB,Departamental,2001,2
2024-06-30,Frente Amplio,Colonia,6,NAB,Departamental,2949,2
2024-06-30,Frente Amplio,Colonia,6,NAB,Departamental,11303,3
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,152,1
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,176,1
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,190,1
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,195,2
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,311,2
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,949,4
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,1567,2
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,1609,18
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,1624,1
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,1680,2
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,1711,2
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,2001,1
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,2949,2
2024-06-30,Frente Amplio,Colonia,7,NAB,Departamental,5098,1
2024-06-30,Frente Amplio,Colonia,8,NAB,Departamental,119,1
2024-06-30,Frente Amplio,Colonia,8,NAB,Departamental,190,1
2024-06-30,Frente Amplio,Colonia,8,NAB,Departamental,311,1
2024-06-30,Frente Amplio,Colonia,8,NAB,Departamental,949,7
2024-06-30,Frente Amplio,Colonia,8,NAB,Departamental,1441,2
2024-06-30,Frente Amplio,Colonia,8,NAB,Departamental,1567,2
2024-06-30,Frente Amplio,Colonia,8,NAB,Departamental,1609,12
