ACTO,PARTIDO,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,HOJA,CNT_VOTOS
2024-06-30,Colorado,Colonia,32,NAC,Departamental,2100,1
2024-06-30,Colorado,Colonia,32,NAC,Departamental,2225,3
2024-06-30,Colorado,Colonia,33,NAC,Departamental,1425,1
2024-06-30,Colorado,Colonia,33,NAC,Departamental,2100,2
2024-06-30,Colorado,Colonia,33,NAC,Departamental,15600,1
2024-06-30,Colorado,Colonia,34,NAC,Departamental,7009,1
2024-06-30,Colorado,Colonia,34,NAC,Departamental,15600,1
2024-06-30,Colorado,Colonia,35,NAC,Departamental,2225,3
2024-06-30,Colorado,Colonia,36,NAC,Departamental,1515,1
2024-06-30,Colorado,Colonia,36,NAC,Departamental,2225,1
2024-06-30,Colorado,Colonia,36,NAC,Departamental,15600,2
2024-06-30,Colorado,Colonia,37,NAD,Departamental,2100,2
2024-06-30,Colorado,Colonia,37,NAD,Departamental,2225,1
2024-06-30,Colorado,Colonia,37,NAD,Departamental,7009,3
2024-06-30,Colorado,Colonia,37,NAD,Departamental,15600,1
2024-06-30,Colorado,Colonia,38,NAD,Departamental,1515,2
2024-06-30,Colorado,Colonia,38,NAD,Departamental,2100,1
2024-06-30,Colorado,Colonia,38,NAD,Departamental,2225,1
2024-06-30,Colorado,Colonia,39,NAD,Departamental,2225,3
2024-06-30,Colorado,Colonia,39,NAD,Departamental,7009,2
2024-06-30,Colorado,Colonia,39,NAD,Departamental,15600,1
2024-06-30,Colorado,Colonia,40,NAD,Departamental,2000,3
2024-06-30,Colorado,Colonia,40,NAD,Departamental,2100,1
2024-06-30,Colorado,Colonia,40,NAD,Departamental,2225,4
2024-06-30,Colorado,Colonia,40,NAD,Departamental,15600,1
2024-06-30,Colorado,Colonia,41,NAD,Departamental,2000,3
2024-06-30,Colorado,Colonia,41,NAD,Departamental,2100,1
2024-06-30,Colorado,Colonia,41,NAD,Departamental,2225,2
2024-06-30,Colorado,Colonia,41,NAD,Departamental,7009,2
2024-06-30,Colorado,Colonia,41,NAD,Departamental,15600,1
2024-06-30,Colorado,Colonia,42,NAD,Departamental,225,2
2024-06-30,Colorado,Colonia,42,NAD,Departamental,2000,1
2024-06-30,Colorado,Colonia,42,NAD,Departamental,2225,5
2024-06-30,Colorado,Colonia,42,NAD,Departamental,7009,3
2024-06-30,Colorado,Colonia,43,NAD,Departamental,225,1
2024-06-30,Colorado,Colonia,43,NAD,Departamental,2100,1
2024-06-30,Colorado,Colonia,43,NAD,Departamental,2225,1
2024-06-30,Colorado,Colonia,43,NAD,Departamental,15600,2
2024-06-30,Colorado,Colonia,44,NAD,Departamental,225,1
2024-06-30,Colorado,Colonia,44,NAD,Departamental,1515,1
2024-06-30,Colorado,Colonia,44,NAD,Departamental,2000,2
2024-06-30,Colorado,Colonia,44,NAD,Departamental,2100,1
2024-06-30,Colorado,Colonia,44,NAD,Departamental,2225,3
2024-06-30,Colorado,Colonia,44,NAD,Departamental,7009,3
2024-06-30,Colorado,Colonia,44,NAD,Departamental,15600,3
2024-06-30,Colorado,Colonia,45,NAD,Departamental,1515,1
2024-06-30,Colorado,Colonia,45,NAD,Departamental,2000,1
2024-06-30,Colorado,Colonia,45,NAD,Departamental,2100,1
2024-06-30,Colorado,Colonia,45,NAD,Departamental,2225,1
2024-06-30,Colorado,Colonia,46,NAD,Departamental,1515,1
2024-06-30,Colorado,Colonia,46,NAD,Departamental,2225,3
2024-06-30,Colorado,Colonia,46,NAD,Departamental,15600,1
2024-06-30,Colorado,Colonia,47,NAD,Departamental,2000,5
2024-06-30,Colorado,Colonia,47,NAD,Departamental,2100,3
2024-06-30,Colorado,Colonia,47,NAD,Departamental,2225,1
2024-06-30,Colorado,Colonia,47,NAD,Departamental,15600,3
2024-06-30,Colorado,Colonia,48,NBA,Departamental,1425,2
2024-06-30,Colorado,Colonia,48,NBA,Departamental,7009,4
2024-06-30,Colorado,Colonia,48,NBA,Departamental,15600,1
2024-06-30,Colorado,Colonia,49,NBB,Departamental,7009,1
2024-06-30,Colorado,Colonia,49,NBB,Departamental,15600,1
2024-06-30,Colorado,Colonia,50,NBC,Departamental,110,23
2024-06-30,Colorado,Colonia,50,NBC,Departamental,1425,6
2024-06-30,Colorado,Colonia,50,NBC,Departamental,15600,3
2024-06-30,Colorado,Colonia,51,NBC,Departamental,110,11
2024-06-30,Colorado,Colonia,51,NBC,Departamental,1425,2
2024-06-30,Colorado,Colonia,51,NBC,Departamental,7009,1
2024-06-30,Colorado,Colonia,51,NBC,Departamental,15600,3
2024-06-30,Colorado,Colonia,52,NBC,Departamental,110,6
2024-06-30,Colorado,Colonia,52,NBC,Departamental,1425,3
2024-06-30,Colorado,Colonia,52,NBC,Departamental,1515,1
2024-06-30,Colorado,Colonia,52,NBC,Departamental,2225,1
2024-06-30,Colorado,Colonia,52,NBC,Departamental,7009,1
2024-06-30,Colorado,Colonia,52,NBC,Departamental,15600,1
2024-06-30,Colorado,Colonia,53,NBC,Departamental,110,3
2024-06-30,Colorado,Colonia,53,NBC,Departamental,1515,1
2024-06-30,Colorado,Colonia,54,NBD,Departamental,110,4
2024-06-30,Colorado,Colonia,54,NBD,Departamental,1425,5
2024-06-30,Colorado,Colonia,54,NBD,Departamental,2225,2
2024-06-30,Colorado,Colonia,54,NBD,Departamental,15600,6
2024-06-30,Colorado,Colonia,55,NBD,Departamental,1425,2
2024-06-30,Colorado,Colonia,55,NBD,Departamental,2225,1
2024-06-30,Colorado,Colonia,55,NBD,Departamental,15600,6
2024-06-30,Colorado,Colonia,56,NBD,Departamental,110,3
2024-06-30,Colorado,Colonia,56,NBD,Departamental,1425,9
2024-06-30,Colorado,Colonia,56,NBD,Departamental,2225,3
2024-06-30,Colorado,Colonia,56,NBD,Departamental,7009,1
2024-06-30,Colorado,Colonia,56,NBD,Departamental,15600,6
2024-06-30,Colorado,Colonia,57,NBD,Departamental,110,2
2024-06-30,Colorado,Colonia,57,NBD,Departamental,1425,6
2024-06-30,Colorado,Colonia,57,NBD,Departamental,1515,1
2024-06-30,Colorado,Colonia,57,NBD,Departamental,2225,2
2024-06-30,Colorado,Colonia,57,NBD,Departamental,15600,4
2024-06-30,Colorado,Colonia,58,NBD,Departamental,110,1
2024-06-30,Colorado,Colonia,58,NBD,Departamental,1425,5
2024-06-30,Colorado,Colonia,58,NBD,Departamental,2225,2
2024-06-30,Colorado,Colonia,58,NBD,Departamental,15600,4
2024-06-30,Colorado,Colonia,59,NBD,Departamental,1425,2
2024-06-30,Colorado,Colonia,59,NBD,Departamental,2000,1
2024-06-30,Colorado,Colonia,59,NBD,Departamental,15600,2
2024-06-30,Colorado,Colonia,60,NBD,Departamental,2225,1
2024-06-30,Colorado,Colonia,60,NBD,Departamental,15600,4
2024-06-30,Colorado,Colonia,61,NBD,Departamental,1425,4
2024-06-30,Colorado,Colonia,61,NBD,Departamental,2225,3
2024-06-30,Colorado,Colonia,61,NBD,Departamental,15600,5
2024-06-30,Colorado,Colonia,62,NBD,Departamental,110,1
2024-06-30,Colorado,Colonia,62,NBD,Departamental,1425,6
2024-06-30,Colorado,Colonia,62,NBD,Departamental,15600,2
2024-06-30,Colorado,Colonia,63,NBD,Departamental,1515,2
2024-06-30,Colorado,Colonia,63,NBD,Departamental,2225,2
2024-06-30,Colorado,Colonia,63,NBD,Departamental,15600,2
2024-06-30,Colorado,Colonia,64,NBD,Departamental,1425,2
2024-06-30,Colorado,Colonia,64,NBD,Departamental,2225,3
2024-06-30,Colorado,Colonia,64,NBD,Departamental,7009,1
2024-06-30,Colorado,Colonia,65,NBD,Departamental,110,1
2024-06-30,Colorado,Colonia,65,NBD,Departamental,1425,3
2024-06-30,Colorado,Colonia,65,NBD,Departamental,1515,2
2024-06-30,Colorado,Colonia,65,NBD,Departamental,15600,2
2024-06-30,Colorado,Colonia,66,NBD,Departamental,1425,2
2024-06-30,Colorado,Colonia,66,NBD,Departamental,1515,1
2024-06-30,Colorado,Colonia,66,NBD,Departamental,15600,2
2024-06-30,Colorado,Colonia,67,NBD,Departamental,1425,1
2024-06-30,Colorado,Colonia,67,NBD,Departamental,15600,1
2024-06-30,Colorado,Colonia,68,NBD,Departamental,1425,1
2024-06-30,Colorado,Colonia,68,NBD,Departamental,1515,1
2024-06-30,Colorado,Colonia,68,NBD,Departamental,2225,2
2024-06-30,Colorado,Colonia,68,NBD,Departamental,15600,1
2024-06-30,Colorado,Colonia,69,NBD,Departamental,1515,1
2024-06-30,Colorado,Colonia,69,NBD,Departamental,15600,3
2024-06-30,Colorado,Colonia,70,NBD,Departamental,1515,1
2024-06-30,Colorado,Colonia,70,NBD,Departamental,7009,1
2024-06-30,Colorado,Colonia,70,NBD,Departamental,15600,2
2024-06-30,Colorado,Colonia,71,NCA,Departamental,1515,1
2024-06-30,Colorado,Colonia,71,NCA,Departamental,2100,2
2024-06-30,Colorado,Colonia,71,NCA,Departamental,2225,2
2024-06-30,Colorado,Colonia,71,NCA,Departamental,7009,1
2024-06-30,Colorado,Colonia,71,NCA,Departamental,15600,2
2024-06-30,Colorado,Colonia,72,NCB,Departamental,1425,1
2024-06-30,Colorado,Colonia,72,NCB,Departamental,1515,1
2024-06-30,Colorado,Colonia,72,NCB,Departamental,2225,2
2024-06-30,Colorado,Colonia,72,NCB,Departamental,15600,3
2024-06-30,Colorado,Colonia,73,NCB,Departamental,1425,1
2024-06-30,Colorado,Colonia,73,NCB,Departamental,1515,1
2024-06-30,Colorado,Colonia,73,NCB,Departamental,2000,1
2024-06-30,Colorado,Colonia,73,NCB,Departamental,2100,1
2024-06-30,Colorado,Colonia,73,NCB,Departamental,2225,2
2024-06-30,Colorado,Colonia,73,NCB,Departamental,7009,2
2024-06-30,Colorado,Colonia,73,NCB,Departamental,15600,14
2024-06-30,Colorado,Colonia,74,NCB,Departamental,1425,3
2024-06-30,Colorado,Colonia,74,NCB,Departamental,2000,1
2024-06-30,Colorado,Colonia,74,NCB,Departamental,2225,2
2024-06-30,Colorado,Colonia,74,NCB,Departamental,7009,1
2024-06-30,Colorado,Colonia,74,NCB,Departamental,15600,13
2024-06-30,Colorado,Colonia,75,NCB,Departamental,1425,2
2024-06-30,Colorado,Colonia,75,NCB,Departamental,1515,4
2024-06-30,Colorado,Colonia,75,NCB,Departamental,2000,1
2024-06-30,Colorado,Colonia,75,NCB,Departamental,2100,1
2024-06-30,Colorado,Colonia,75,NCB,Departamental,2225,2
2024-06-30,Colorado,Colonia,75,NCB,Departamental,7009,1
2024-06-30,Colorado,Colonia,75,NCB,Departamental,15600,3
2024-06-30,Colorado,Colonia,76,NCB,Departamental,1425,3
2024-06-30,Colorado,Colonia,76,NCB,Departamental,1515,4
2024-06-30,Colorado,Colonia,76,NCB,Departamental,2225,2
2024-06-30,Colorado,Colonia,76,NCB,Departamental,7009,1
2024-06-30,Colorado,Colonia,76,NCB,Departamental,15600,4
2024-06-30,Colorado,Colonia,77,NCB,Departamental,1425,6
2024-06-30,Colorado,Colonia,77,NCB,Departamental,1515,5
2024-06-30,Colorado,Colonia,77,NCB,Departamental,2100,1
2024-06-30,Colorado,Colonia,77,NCB,Departamental,2225,6
2024-06-30,Colorado,Colonia,77,NCB,Departamental,15600,3
2024-06-30,Colorado,Colonia,78,NCB,Departamental,1425,4
2024-06-30,Colorado,Colonia,78,NCB,Departamental,1515,2
2024-06-30,Colorado,Colonia,78,NCB,Departamental,2000,1
2024-06-30,Colorado,Colonia,78,NCB,Departamental,2225,3
2024-06-30,Colorado,Colonia,78,NCB,Departamental,15600,3
2024-06-30,Colorado,Colonia,79,NCB,Departamental,1425,2
2024-06-30,Colorado,Colonia,79,NCB,Departamental,1515,5
2024-06-30,Colorado,Colonia,79,NCB,Departamental,2225,4
2024-06-30,Colorado,Colonia,79,NCB,Departamental,7009,1
2024-06-30,Colorado,Colonia,79,NCB,Departamental,15600,4
2024-06-30,Colorado,Colonia,80,NCB,Departamental,1515,4
2024-06-30,Colorado,Colonia,80,NCB,Departamental,2225,1
2024-06-30,Colorado,Colonia,81,NCB,Departamental,1425,2
2024-06-30,Colorado,Colonia,81,NCB,Departamental,1515,3
2024-06-30,Colorado,Colonia,81,NCB,Departamental,2225,1
2024-06-30,Colorado,Colonia,81,NCB,Departamental,15600,5
2024-06-30,Colorado,Colonia,82,NCB,Departamental,1425,3
2024-06-30,Colorado,Colonia,82,NCB,Departamental,2000,1
2024-06-30,Colorado,Colonia,82,NCB,Departamental,2225,1
2024-06-30,Colorado,Colonia,82,NCB,Departamental,15600,2
2024-06-30,Colorado,Colonia,83,NCB,Departamental,1425,3
2024-06-30,Colorado,Colonia,83,NCB,Departamental,2225,2
2024-06-30,Colorado,Colonia,83,NCB,Departamental,7009,1
2024-06-30,Colorado,Colonia,83,NCB,Departamental,15600,2
2024-06-30,Colorado,Colonia,84,NCB,Departamental,1515,1
2024-06-30,Colorado,Colonia,84,NCB,Departamental,2225,1
2024-06-30,Colorado,Colonia,84,NCB,Departamental,15600,2
2024-06-30,Colorado,Colonia,85,NCB,Departamental,1425,2
2024-06-30,Colorado,Colonia,85,NCB,Departamental,2225,1
2024-06-30,Colorado,Colonia,85,NCB,Departamental,15600,1
2024-06-30,Colorado,Colonia,86,NCB,Departamental,15600,4
2024-06-30,Colorado,Colonia,87,NCB,Departamental,1425,1
2024-06-30,Colorado,Colonia,87,NCB,Departamental,1515,1
2024-06-30,Colorado,Colonia,87,NCB,Departamental,15600,1
2024-06-30,Colorado,Colonia,88,NCB,Departamental,1425,1
2024-06-30,Colorado,Colonia,88,NCB,Departamental,15600,2
2024-06-30,Colorado,Colonia,89,NCB,Departamental,1425,1
2024-06-30,Colorado,Colonia,89,NCB,Departamental,2100,1
2024-06-30,Colorado,Colonia,90,NCB,Departamental,1425,2
2024-06-30,Colorado,Colonia,90,NCB,Departamental,1515,1
2024-06-30,Colorado,Colonia,90,NCB,Departamental,2000,1
2024-06-30,Colorado,Colonia,90,NCB,Departamental,2225,2
2024-06-30,Colorado,Colonia,91,NCB,Departamental,1425,2
2024-06-30,Colorado,Colonia,91,NCB,Departamental,1515,2
2024-06-30,Colorado,Colonia,91,NCB,Departamental,2100,1
2024-06-30,Colorado,Colonia,92,NCB,Departamental,1515,2
2024-06-30,Colorado,Colonia,92,NCB,Departamental,2100,1
2024-06-30,Colorado,Colonia,92,NCB,Departamental,15600,3
2024-06-30,Colorado,Colonia,93,NCB,Departamental,1515,2
2024-06-30,Colorado,Colonia,93,NCB,Departamental,2225,1
2024-06-30,Colorado,Colonia,93,NCB,Departamental,15600,1
2024-06-30,Colorado,Colonia,94,NCB,Departamental,1515,2
2024-06-30,Colorado,Colonia,94,NCB,Departamental,2225,1
2024-06-30,Colorado,Colonia,94,NCB,Departamental,15600,1
2024-06-30,Colorado,Colonia,95,NCB,Departamental,225,0
2024-06-30,Colorado,Colonia,95,NCB,Departamental,1425,1
2024-06-30,Colorado,Colonia,95,NCB,Departamental,1515,2
2024-06-30,Colorado,Colonia,95,NCB,Departamental,2225,3
2024-06-30,Colorado,Colonia,95,NCB,Departamental,15600,1
2024-06-30,Colorado,Colonia,96,NDA,Departamental,1425,1
2024-06-30,Colorado,Colonia,96,NDA,Departamental,2225,5
2024-06-30,Colorado,Colonia,96,NDA,Departamental,7009,1
2024-06-30,Colorado,Colonia,96,NDA,Departamental,15600,9
2024-06-30,Colorado,Colonia,97,NDA,Departamental,1425,2
2024-06-30,Colorado,Colonia,97,NDA,Departamental,1515,3
2024-06-30,Colorado,Colonia,97,NDA,Departamental,15600,11
2024-06-30,Colorado,Colonia,98,NDA,Departamental,1515,1
2024-06-30,Colorado,Colonia,98,NDA,Departamental,2225,11
2024-06-30,Colorado,Colonia,98,NDA,Departamental,15600,3
2024-06-30,Colorado,Colonia,99,NDA,Departamental,2225,7
2024-06-30,Colorado,Colonia,99,NDA,Departamental,7009,1
2024-06-30,Colorado,Colonia,99,NDA,Departamental,15600,2
2024-06-30,Colorado,Colonia,100,NDA,Departamental,1515,2
2024-06-30,Colorado,Colonia,100,NDA,Departamental,2225,2
2024-06-30,Colorado,Colonia,100,NDA,Departamental,15600,1
2024-06-30,Colorado,Colonia,101,NDB,Departamental,1515,4
2024-06-30,Colorado,Colonia,101,NDB,Departamental,2225,8
2024-06-30,Colorado,Colonia,101,NDB,Departamental,7009,6
2024-06-30,Colorado,Colonia,101,NDB,Departamental,15600,21
2024-06-30,Colorado,Colonia,102,NDB,Departamental,1515,7
2024-06-30,Colorado,Colonia,102,NDB,Departamental,2225,5
2024-06-30,Colorado,Colonia,102,NDB,Departamental,7009,3
2024-06-30,Colorado,Colonia,102,NDB,Departamental,15600,14
2024-06-30,Colorado,Colonia,103,NDB,Departamental,1425,2
2024-06-30,Colorado,Colonia,103,NDB,Departamental,1515,2
2024-06-30,Colorado,Colonia,103,NDB,Departamental,2225,7
2024-06-30,Colorado,Colonia,103,NDB,Departamental,7009,1
2024-06-30,Colorado,Colonia,103,NDB,Departamental,15600,11
2024-06-30,Colorado,Colonia,104,NDB,Departamental,1515,2
2024-06-30,Colorado,Colonia,104,NDB,Departamental,2225,3
2024-06-30,Colorado,Colonia,104,NDB,Departamental,7009,2
2024-06-30,Colorado,Colonia,104,NDB,Departamental,15600,10
2024-06-30,Colorado,Colonia,105,NDB,Departamental,1515,7
2024-06-30,Colorado,Colonia,105,NDB,Departamental,2100,1
2024-06-30,Colorado,Colonia,105,NDB,Departamental,2225,2
2024-06-30,Colorado,Colonia,105,NDB,Departamental,7009,2
2024-06-30,Colorado,Colonia,105,NDB,Departamental,15600,4
2024-06-30,Colorado,Colonia,106,NDB,Departamental,1515,2
2024-06-30,Colorado,Colonia,106,NDB,Departamental,2225,4
2024-06-30,Colorado,Colonia,106,NDB,Departamental,7009,2
2024-06-30,Colorado,Colonia,106,NDB,Departamental,15600,3
2024-06-30,Colorado,Colonia,107,NDB,Departamental,1515,3
2024-06-30,Colorado,Colonia,107,NDB,Departamental,2000,1
2024-06-30,Colorado,Colonia,107,NDB,Departamental,2225,2
2024-06-30,Colorado,Colonia,107,NDB,Departamental,7009,1
2024-06-30,Colorado,Colonia,107,NDB,Departamental,15600,16
2024-06-30,Colorado,Colonia,108,NDB,Departamental,1425,2
2024-06-30,Colorado,Colonia,108,NDB,Departamental,1515,1
2024-06-30,Colorado,Colonia,108,NDB,Departamental,2225,6
2024-06-30,Colorado,Colonia,108,NDB,Departamental,15600,5
2024-06-30,Colorado,Colonia,109,NDB,Departamental,1515,4
2024-06-30,Colorado,Colonia,109,NDB,Departamental,2225,7
2024-06-30,Colorado,Colonia,109,NDB,Departamental,15600,3
2024-06-30,Colorado,Colonia,110,NDB,Departamental,1515,3
2024-06-30,Colorado,Colonia,110,NDB,Departamental,2000,1
2024-06-30,Colorado,Colonia,110,NDB,Departamental,2225,2
2024-06-30,Colorado,Colonia,110,NDB,Departamental,7009,4
2024-06-30,Colorado,Colonia,110,NDB,Departamental,15600,3
2024-06-30,Colorado,Colonia,111,NEA,Departamental,2225,1
2024-06-30,Colorado,Colonia,111,NEA,Departamental,15600,3
2024-06-30,Colorado,Colonia,112,NEA,Departamental,2225,1
2024-06-30,Colorado,Colonia,112,NEA,Departamental,15600,1
2024-06-30,Colorado,Colonia,113,NEA,Departamental,2225,2
2024-06-30,Colorado,Colonia,114,NEB,Departamental,1515,1
2024-06-30,Colorado,Colonia,114,NEB,Departamental,2225,2
2024-06-30,Colorado,Colonia,114,NEB,Departamental,15600,17
2024-06-30,Colorado,Colonia,115,NEB,Departamental,2225,6
2024-06-30,Colorado,Colonia,115,NEB,Departamental,7009,1
2024-06-30,Colorado,Colonia,115,NEB,Departamental,15600,24
2024-06-30,Colorado,Colonia,116,NEB,Departamental,2225,5
2024-06-30,Colorado,Colonia,116,NEB,Departamental,15600,18
2024-06-30,Colorado,Colonia,117,NEB,Departamental,1515,3
2024-06-30,Colorado,Colonia,117,NEB,Departamental,2225,7
2024-06-30,Colorado,Colonia,117,NEB,Departamental,15600,15
2024-06-30,Colorado,Colonia,118,NEB,Departamental,1425,1
2024-06-30,Colorado,Colonia,118,NEB,Departamental,1515,1
2024-06-30,Colorado,Colonia,118,NEB,Departamental,2000,2
2024-06-30,Colorado,Colonia,118,NEB,Departamental,2100,2
2024-06-30,Colorado,Colonia,118,NEB,Departamental,2225,6
2024-06-30,Colorado,Colonia,118,NEB,Departamental,7009,1
2024-06-30,Colorado,Colonia,118,NEB,Departamental,15600,10
2024-06-30,Colorado,Colonia,119,NEB,Departamental,1515,1
2024-06-30,Colorado,Colonia,119,NEB,Departamental,2225,3
2024-06-30,Colorado,Colonia,119,NEB,Departamental,15600,19
2024-06-30,Colorado,Colonia,120,NEB,Departamental,1515,2
2024-06-30,Colorado,Colonia,120,NEB,Departamental,2225,7
2024-06-30,Colorado,Colonia,120,NEB,Departamental,15600,16
2024-06-30,Colorado,Colonia,121,NEB,Departamental,2225,2
2024-06-30,Colorado,Colonia,121,NEB,Departamental,15600,12
2024-06-30,Colorado,Colonia,122,NEB,Departamental,1515,1
2024-06-30,Colorado,Colonia,122,NEB,Departamental,2225,3
2024-06-30,Colorado,Colonia,122,NEB,Departamental,7009,1
2024-06-30,Colorado,Colonia,122,NEB,Departamental,15600,10
2024-06-30,Colorado,Colonia,123,NEB,Departamental,1515,1
2024-06-30,Colorado,Colonia,123,NEB,Departamental,2225,4
2024-06-30,Colorado,Colonia,123,NEB,Departamental,15600,20
2024-06-30,Colorado,Colonia,124,NEB,Departamental,1515,1
2024-06-30,Colorado,Colonia,124,NEB,Departamental,2100,2
2024-06-30,Colorado,Colonia,124,NEB,Departamental,2225,1
2024-06-30,Colorado,Colonia,124,NEB,Departamental,15600,8
2024-06-30,Colorado,Colonia,125,NEB,Departamental,2225,1
2024-06-30,Colorado,Colonia,125,NEB,Departamental,15600,11
2024-06-30,Colorado,Colonia,126,NEB,Departamental,1515,2
2024-06-30,Colorado,Colonia,126,NEB,Departamental,2225,1
2024-06-30,Colorado,Colonia,126,NEB,Departamental,15600,6
2024-06-30,Colorado,Colonia,127,NEB,Departamental,2225,3
2024-06-30,Colorado,Colonia,127,NEB,Departamental,15600,6
2024-06-30,Colorado,Colonia,128,NEB,Departamental,1515,1
2024-06-30,Colorado,Colonia,128,NEB,Departamental,2225,4
2024-06-30,Colorado,Colonia,128,NEB,Departamental,15600,5
2024-06-30,Colorado,Colonia,129,NEB,Departamental,2225,3
2024-06-30,Colorado,Colonia,129,NEB,Departamental,15600,6
2024-06-30,Colorado,Colonia,130,NEB,Departamental,1515,1
2024-06-30,Colorado,Colonia,130,NEB,Departamental,2225,7
2024-06-30,Colorado,Colonia,130,NEB,Departamental,15600,3
2024-06-30,Colorado,Colonia,131,NEB,Departamental,2225,3
2024-06-30,Colorado,Colonia,131,NEB,Departamental,15600,6
2024-06-30,Colorado,Colonia,132,NEB,Departamental,2000,1
2024-06-30,Colorado,Colonia,132,NEB,Departamental,2225,4
2024-06-30,Colorado,Colonia,132,NEB,Departamental,15600,8
2024-06-30,Colorado,Colonia,133,NEB,Departamental,2225,1
2024-06-30,Colorado,Colonia,133,NEB,Departamental,15600,10
2024-06-30,Colorado,Colonia,134,NEB,Departamental,2100,1
2024-06-30,Colorado,Colonia,134,NEB,Departamental,2225,6
2024-06-30,Colorado,Colonia,134,NEB,Departamental,15600,5
2024-06-30,Colorado,Colonia,135,NEB,Departamental,1515,1
2024-06-30,Colorado,Colonia,135,NEB,Departamental,2100,1
2024-06-30,Colorado,Colonia,135,NEB,Departamental,2225,2
2024-06-30,Colorado,Colonia,135,NEB,Departamental,15600,6
2024-06-30,Colorado,Colonia,136,NEB,Departamental,1515,2
2024-06-30,Colorado,Colonia,136,NEB,Departamental,2225,1
2024-06-30,Colorado,Colonia,136,NEB,Departamental,15600,5
2024-06-30,Colorado,Colonia,137,NEB,Departamental,1515,1
2024-06-30,Colorado,Colonia,137,NEB,Departamental,2225,3
2024-06-30,Colorado,Colonia,137,NEB,Departamental,15600,9
2024-06-30,Colorado,Colonia,138,NEB,Departamental,2225,1
2024-06-30,Colorado,Colonia,138,NEB,Departamental,7009,2
2024-06-30,Colorado,Colonia,138,NEB,Departamental,15600,6
2024-06-30,Colorado,Colonia,139,NFA,Departamental,2225,2
2024-06-30,Colorado,Colonia,139,NFA,Departamental,15600,1
2024-06-30,Colorado,Colonia,140,NFB,Departamental,2225,7
2024-06-30,Colorado,Colonia,140,NFB,Departamental,15600,2
2024-06-30,Colorado,Colonia,141,NFC,Departamental,1515,4
2024-06-30,Colorado,Colonia,141,NFC,Departamental,2100,4
2024-06-30,Colorado,Colonia,141,NFC,Departamental,2225,1
2024-06-30,Colorado,Colonia,141,NFC,Departamental,15600,3
2024-06-30,Colorado,Colonia,142,NFC,Departamental,1425,1
2024-06-30,Colorado,Colonia,142,NFC,Departamental,1515,2
2024-06-30,Colorado,Colonia,142,NFC,Departamental,2100,2
2024-06-30,Colorado,Colonia,142,NFC,Departamental,15600,2
2024-06-30,Colorado,Colonia,143,NFC,Departamental,1425,1
2024-06-30,Colorado,Colonia,143,NFC,Departamental,1515,1
2024-06-30,Colorado,Colonia,143,NFC,Departamental,2100,1
2024-06-30,Colorado,Colonia,143,NFC,Departamental,15600,1
2024-06-30,Colorado,Colonia,144,NFC,Departamental,1425,3
2024-06-30,Colorado,Colonia,144,NFC,Departamental,2225,1
2024-06-30,Colorado,Colonia,144,NFC,Departamental,15600,2
2024-06-30,Colorado,Colonia,145,NFC,Departamental,1425,1
2024-06-30,Colorado,Colonia,145,NFC,Departamental,15600,1
2024-06-30,Colorado,Colonia,146,NFD,Departamental,15600,1
2024-06-30,Colorado,Colonia,147,NGA,Departamental,1425,1
2024-06-30,Colorado,Colonia,147,NGA,Departamental,15600,1
2024-06-30,Colorado,Colonia,148,NGA,Departamental,7009,1
2024-06-30,Colorado,Colonia,149,NGB,Departamental,110,1
2024-06-30,Colorado,Colonia,149,NGB,Departamental,1425,2
2024-06-30,Colorado,Colonia,149,NGB,Departamental,1515,3
2024-06-30,Colorado,Colonia,149,NGB,Departamental,2100,1
2024-06-30,Colorado,Colonia,149,NGB,Departamental,2225,6
2024-06-30,Colorado,Colonia,149,NGB,Departamental,15600,13
2024-06-30,Colorado,Colonia,150,NGB,Departamental,110,2
2024-06-30,Colorado,Colonia,150,NGB,Departamental,1425,4
2024-06-30,Colorado,Colonia,150,NGB,Departamental,2225,4
2024-06-30,Colorado,Colonia,150,NGB,Departamental,15600,15
2024-06-30,Colorado,Colonia,151,NGB,Departamental,1425,2
2024-06-30,Colorado,Colonia,151,NGB,Departamental,1515,2
2024-06-30,Colorado,Colonia,151,NGB,Departamental,2225,3
2024-06-30,Colorado,Colonia,151,NGB,Departamental,15600,5
2024-06-30,Colorado,Colonia,152,NGB,Departamental,110,2
2024-06-30,Colorado,Colonia,152,NGB,Departamental,1425,3
2024-06-30,Colorado,Colonia,152,NGB,Departamental,1515,4
2024-06-30,Colorado,Colonia,152,NGB,Departamental,2225,2
2024-06-30,Colorado,Colonia,152,NGB,Departamental,7009,3
2024-06-30,Colorado,Colonia,152,NGB,Departamental,15600,7
2024-06-30,Colorado,Colonia,153,NGB,Departamental,110,1
2024-06-30,Colorado,Colonia,153,NGB,Departamental,1425,2
2024-06-30,Colorado,Colonia,153,NGB,Departamental,1515,1
2024-06-30,Colorado,Colonia,153,NGB,Departamental,2225,3
2024-06-30,Colorado,Colonia,153,NGB,Departamental,7009,1
2024-06-30,Colorado,Colonia,153,NGB,Departamental,15600,4
2024-06-30,Colorado,Colonia,154,NGB,Departamental,110,2
2024-06-30,Colorado,Colonia,154,NGB,Departamental,15600,5
2024-06-30,Colorado,Colonia,155,NGB,Departamental,110,2
2024-06-30,Colorado,Colonia,155,NGB,Departamental,1515,1
