PARTIDO,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,HOJA,CNT_VOTOS
Asamblea Popular,Maldonado,11,DAA,Departamental,1326,3
Asamblea Popular,Maldonado,12,DAA,Departamental,1326,1
Asamblea Popular,Maldonado,14,DAA,Departamental,1326,2
Asamblea Popular,Maldonado,24,DAA,Departamental,1326,1
Asamblea Popular,Maldonado,70,DAA,Departamental,1326,1
Asamblea Popular,Maldonado,76,DAA,Departamental,1326,1
Asamblea Popular,Maldonado,83,DAA,Departamental,1326,1
Asamblea Popular,Maldonado,139,DAB,Departamental,11917,1
Asamblea Popular,Maldonado,154,DAC,Departamental,1326,1
Asamblea Popular,Maldonado,181,DAF,Departamental,1326,1
Asamblea Popular,Maldonado,206,DAH,Departamental,1326,1
Asamblea Popular,Maldonado,216,DAH,Departamental,1326,1
Asamblea Popular,Maldonado,223,DAJ,Departamental,1326,1
Asamblea Popular,Maldonado,224,DAJ,Departamental,1326,1
Asamblea Popular,Maldonado,234,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,235,DBA,Departamental,1326,2
Asamblea Popular,Maldonado,236,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,238,DBA,Departamental,1326,2
Asamblea Popular,Maldonado,241,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,242,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,243,DBA,Departamental,1326,2
Asamblea Popular,Maldonado,244,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,245,DBA,Departamental,1326,3
Asamblea Popular,Maldonado,246,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,248,DBA,Departamental,1326,4
Asamblea Popular,Maldonado,249,DBA,Departamental,1326,2
Asamblea Popular,Maldonado,250,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,251,DBA,Departamental,1326,2
Asamblea Popular,Maldonado,252,DBA,Departamental,1326,2
Asamblea Popular,Maldonado,253,DBA,Departamental,1326,3
Asamblea Popular,Maldonado,254,DBA,Departamental,1326,2
Asamblea Popular,Maldonado,257,DBA,Departamental,1326,2
Asamblea Popular,Maldonado,258,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,259,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,260,DBA,Departamental,1326,2
Asamblea Popular,Maldonado,262,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,263,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,264,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,265,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,267,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,272,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,273,DBA,Departamental,1326,3
Asamblea Popular,Maldonado,275,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,276,DBA,Departamental,1326,1
Asamblea Popular,Maldonado,279,DBD,Departamental,1326,1
Asamblea Popular,Maldonado,283,DBE,Departamental,1326,1
Asamblea Popular,Maldonado,284,DBE,Departamental,1326,2
Asamblea Popular,Maldonado,286,DBE,Departamental,1326,1
Asamblea Popular,Maldonado,287,DBF,Departamental,1326,1
Asamblea Popular,Maldonado,288,DBF,Departamental,1326,1
Asamblea Popular,Maldonado,289,DBF,Departamental,1326,1
Asamblea Popular,Maldonado,290,DBF,Departamental,1326,1
Asamblea Popular,Maldonado,292,DBG,Departamental,1326,1
Asamblea Popular,Maldonado,294,DBG,Departamental,1326,1
Asamblea Popular,Maldonado,309,DCA,Departamental,1326,1
Asamblea Popular,Maldonado,320,DCB,Departamental,1326,1
Asamblea Popular,Maldonado,320,DCB,Departamental,11917,1
Asamblea Popular,Maldonado,322,DCB,Departamental,11917,1
Asamblea Popular,Maldonado,323,DCB,Departamental,11917,1
Asamblea Popular,Maldonado,326,DCB,Departamental,1326,1
Asamblea Popular,Maldonado,330,DCB,Departamental,11917,1
Asamblea Popular,Maldonado,331,DCB,Departamental,1326,3
Asamblea Popular,Maldonado,333,DCB,Departamental,1326,1
Asamblea Popular,Maldonado,340,DCB,Departamental,1326,1
Asamblea Popular,Maldonado,343,DCB,Departamental,1326,1
Asamblea Popular,Maldonado,346,DCB,Departamental,1326,1
Asamblea Popular,Maldonado,346,DCB,Departamental,11917,1
Asamblea Popular,Maldonado,353,DCD,Departamental,1326,1
Asamblea Popular,Maldonado,358,DCF,Departamental,11917,2
Asamblea Popular,Maldonado,360,DCG,Departamental,1326,1
Asamblea Popular,Maldonado,377,DEF,Departamental,1326,1
Asamblea Popular,Maldonado,380,DEH,Departamental,11917,2
Asamblea Popular,Maldonado,383,DEH,Departamental,11917,1
Asamblea Popular,Maldonado,391,DFA,Departamental,1326,3
Asamblea Popular,Maldonado,9000,DZZ,Departamental,1326,1
Cabildo Abierto,Maldonado,1,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,2,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,2,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,3,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,3,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,4,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,5,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,6,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,7,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,7,DAA,Departamental,336,2
Cabildo Abierto,Maldonado,8,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,8,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,9,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,10,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,11,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,13,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,14,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,14,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,15,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,15,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,15,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,17,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,17,DAA,Departamental,105,1
Cabildo Abierto,Maldonado,18,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,18,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,18,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,18,DAA,Departamental,776,1
Cabildo Abierto,Maldonado,19,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,19,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,19,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,20,DAA,Departamental,118,1
Cabildo Abierto,Maldonado,20,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,20,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,21,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,21,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,21,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,22,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,22,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,23,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,23,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,24,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,25,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,25,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,28,DAA,Departamental,51,2
Cabildo Abierto,Maldonado,28,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,29,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,29,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,29,DAA,Departamental,105,1
Cabildo Abierto,Maldonado,29,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,30,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,30,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,30,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,31,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,31,DAA,Departamental,1480,2
Cabildo Abierto,Maldonado,32,DAA,Departamental,105,1
Cabildo Abierto,Maldonado,33,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,33,DAA,Departamental,105,1
Cabildo Abierto,Maldonado,33,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,35,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,36,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,37,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,37,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,37,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,38,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,38,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,38,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,39,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,39,DAA,Departamental,776,1
Cabildo Abierto,Maldonado,41,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,42,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,42,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,43,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,43,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,44,DAA,Departamental,105,1
Cabildo Abierto,Maldonado,44,DAA,Departamental,118,1
Cabildo Abierto,Maldonado,44,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,45,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,45,DAA,Departamental,776,3
Cabildo Abierto,Maldonado,45,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,46,DAA,Departamental,776,1
Cabildo Abierto,Maldonado,47,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,47,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,47,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,48,DAA,Departamental,51,2
Cabildo Abierto,Maldonado,48,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,48,DAA,Departamental,615,2
Cabildo Abierto,Maldonado,49,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,51,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,51,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,51,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,51,DAA,Departamental,11820,2
Cabildo Abierto,Maldonado,52,DAA,Departamental,776,1
Cabildo Abierto,Maldonado,53,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,53,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,54,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,54,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,54,DAA,Departamental,1301,2
Cabildo Abierto,Maldonado,54,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,56,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,56,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,56,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,56,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,57,DAA,Departamental,37,2
Cabildo Abierto,Maldonado,57,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,58,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,59,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,59,DAA,Departamental,11820,3
Cabildo Abierto,Maldonado,60,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,60,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,61,DAA,Departamental,615,2
Cabildo Abierto,Maldonado,61,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,61,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,62,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,62,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,62,DAA,Departamental,776,1
Cabildo Abierto,Maldonado,63,DAA,Departamental,776,1
Cabildo Abierto,Maldonado,63,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,64,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,64,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,65,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,65,DAA,Departamental,776,2
Cabildo Abierto,Maldonado,65,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,66,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,66,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,67,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,68,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,68,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,69,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,70,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,70,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,70,DAA,Departamental,776,1
Cabildo Abierto,Maldonado,70,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,70,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,71,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,71,DAA,Departamental,712,2
Cabildo Abierto,Maldonado,73,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,73,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,74,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,74,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,75,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,76,DAA,Departamental,336,3
Cabildo Abierto,Maldonado,77,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,78,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,78,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,80,DAA,Departamental,51,2
Cabildo Abierto,Maldonado,80,DAA,Departamental,336,2
Cabildo Abierto,Maldonado,81,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,82,DAA,Departamental,336,3
Cabildo Abierto,Maldonado,82,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,82,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,82,DAA,Departamental,11820,2
Cabildo Abierto,Maldonado,84,DAA,Departamental,118,1
Cabildo Abierto,Maldonado,84,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,85,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,85,DAA,Departamental,776,1
Cabildo Abierto,Maldonado,86,DAA,Departamental,105,1
Cabildo Abierto,Maldonado,86,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,86,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,87,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,88,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,89,DAA,Departamental,51,4
Cabildo Abierto,Maldonado,89,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,91,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,91,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,92,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,93,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,93,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,93,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,94,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,95,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,97,DAA,Departamental,712,3
Cabildo Abierto,Maldonado,97,DAA,Departamental,849,2
Cabildo Abierto,Maldonado,98,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,98,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,99,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,100,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,100,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,101,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,103,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,105,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,106,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,108,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,108,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,109,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,109,DAA,Departamental,105,1
Cabildo Abierto,Maldonado,113,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,113,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,113,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,114,DAA,Departamental,105,1
Cabildo Abierto,Maldonado,114,DAA,Departamental,336,1
Cabildo Abierto,Maldonado,114,DAA,Departamental,712,3
Cabildo Abierto,Maldonado,115,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,115,DAA,Departamental,105,1
Cabildo Abierto,Maldonado,116,DAA,Departamental,1480,1
Cabildo Abierto,Maldonado,117,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,117,DAA,Departamental,1301,1
Cabildo Abierto,Maldonado,119,DAA,Departamental,37,4
Cabildo Abierto,Maldonado,124,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,125,DAA,Departamental,51,1
Cabildo Abierto,Maldonado,126,DAA,Departamental,849,1
Cabildo Abierto,Maldonado,126,DAA,Departamental,11820,1
Cabildo Abierto,Maldonado,127,DAA,Departamental,37,1
Cabildo Abierto,Maldonado,127,DAA,Departamental,105,1
Cabildo Abierto,Maldonado,127,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,128,DAA,Departamental,712,1
Cabildo Abierto,Maldonado,129,DAA,Departamental,37,2
Cabildo Abierto,Maldonado,129,DAA,Departamental,615,1
Cabildo Abierto,Maldonado,130,DAA,Departamental,105,1
Cabildo Abierto,Maldonado,130,DAA,Departamental,712,3
Cabildo Abierto,Maldonado,131,DAB,Departamental,37,1
Cabildo Abierto,Maldonado,131,DAB,Departamental,51,1
Cabildo Abierto,Maldonado,131,DAB,Departamental,615,2
Cabildo Abierto,Maldonado,132,DAB,Departamental,336,1
Cabildo Abierto,Maldonado,132,DAB,Departamental,11820,1
Cabildo Abierto,Maldonado,133,DAB,Departamental,11820,1
Cabildo Abierto,Maldonado,134,DAB,Departamental,37,1
Cabildo Abierto,Maldonado,134,DAB,Departamental,105,1
Cabildo Abierto,Maldonado,134,DAB,Departamental,712,1
Cabildo Abierto,Maldonado,134,DAB,Departamental,11820,1
Cabildo Abierto,Maldonado,135,DAB,Departamental,712,1
Cabildo Abierto,Maldonado,136,DAB,Departamental,615,2
Cabildo Abierto,Maldonado,136,DAB,Departamental,712,1
Cabildo Abierto,Maldonado,136,DAB,Departamental,1301,1
Cabildo Abierto,Maldonado,137,DAB,Departamental,51,1
Cabildo Abierto,Maldonado,137,DAB,Departamental,712,1
Cabildo Abierto,Maldonado,137,DAB,Departamental,776,1
Cabildo Abierto,Maldonado,138,DAB,Departamental,615,2
Cabildo Abierto,Maldonado,138,DAB,Departamental,1301,1
Cabildo Abierto,Maldonado,138,DAB,Departamental,11820,1
Cabildo Abierto,Maldonado,139,DAB,Departamental,37,1
Cabildo Abierto,Maldonado,139,DAB,Departamental,11820,1
Cabildo Abierto,Maldonado,141,DAB,Departamental,712,1
Cabildo Abierto,Maldonado,141,DAB,Departamental,1301,2
Cabildo Abierto,Maldonado,142,DAB,Departamental,1301,1
Cabildo Abierto,Maldonado,143,DAB,Departamental,712,1
Cabildo Abierto,Maldonado,143,DAB,Departamental,1301,1
Cabildo Abierto,Maldonado,144,DAB,Departamental,1301,2
Cabildo Abierto,Maldonado,145,DAB,Departamental,615,1
Cabildo Abierto,Maldonado,145,DAB,Departamental,1480,1
Cabildo Abierto,Maldonado,146,DAB,Departamental,11820,1
Cabildo Abierto,Maldonado,148,DAB,Departamental,37,1
Cabildo Abierto,Maldonado,149,DAB,Departamental,615,1
Cabildo Abierto,Maldonado,150,DAB,Departamental,37,1
Cabildo Abierto,Maldonado,150,DAB,Departamental,615,3
Cabildo Abierto,Maldonado,150,DAB,Departamental,1480,1
Cabildo Abierto,Maldonado,150,DAB,Departamental,11820,1
Cabildo Abierto,Maldonado,151,DAB,Departamental,11820,1
Cabildo Abierto,Maldonado,152,DAB,Departamental,615,2
Cabildo Abierto,Maldonado,152,DAB,Departamental,11820,3
Cabildo Abierto,Maldonado,153,DAB,Departamental,615,1
Cabildo Abierto,Maldonado,153,DAB,Departamental,1301,2
Cabildo Abierto,Maldonado,153,DAB,Departamental,11820,1
Cabildo Abierto,Maldonado,154,DAC,Departamental,51,1
Cabildo Abierto,Maldonado,155,DAD,Departamental,615,1
Cabildo Abierto,Maldonado,155,DAD,Departamental,1480,1
Cabildo Abierto,Maldonado,156,DAD,Departamental,849,1
Cabildo Abierto,Maldonado,157,DAD,Departamental,37,1
Cabildo Abierto,Maldonado,157,DAD,Departamental,118,1
Cabildo Abierto,Maldonado,157,DAD,Departamental,336,1
Cabildo Abierto,Maldonado,157,DAD,Departamental,615,1
Cabildo Abierto,Maldonado,157,DAD,Departamental,11820,1
Cabildo Abierto,Maldonado,158,DAE,Departamental,712,1
Cabildo Abierto,Maldonado,159,DAE,Departamental,712,1
Cabildo Abierto,Maldonado,159,DAE,Departamental,1480,1
Cabildo Abierto,Maldonado,160,DAE,Departamental,37,1
Cabildo Abierto,Maldonado,160,DAE,Departamental,615,1
Cabildo Abierto,Maldonado,160,DAE,Departamental,1480,1
Cabildo Abierto,Maldonado,161,DAE,Departamental,51,1
Cabildo Abierto,Maldonado,161,DAE,Departamental,336,1
Cabildo Abierto,Maldonado,162,DAE,Departamental,1301,1
Cabildo Abierto,Maldonado,163,DAE,Departamental,37,2
Cabildo Abierto,Maldonado,163,DAE,Departamental,1480,1
Cabildo Abierto,Maldonado,164,DAE,Departamental,712,1
Cabildo Abierto,Maldonado,164,DAE,Departamental,1301,1
Cabildo Abierto,Maldonado,168,DAE,Departamental,37,1
Cabildo Abierto,Maldonado,168,DAE,Departamental,712,1
Cabildo Abierto,Maldonado,169,DAE,Departamental,51,1
Cabildo Abierto,Maldonado,170,DAE,Departamental,1301,1
Cabildo Abierto,Maldonado,170,DAE,Departamental,11820,2
Cabildo Abierto,Maldonado,171,DAF,Departamental,105,1
Cabildo Abierto,Maldonado,171,DAF,Departamental,615,1
Cabildo Abierto,Maldonado,177,DAF,Departamental,712,1
Cabildo Abierto,Maldonado,180,DAF,Departamental,336,1
Cabildo Abierto,Maldonado,182,DAF,Departamental,849,2
Cabildo Abierto,Maldonado,182,DAF,Departamental,1301,1
Cabildo Abierto,Maldonado,183,DAF,Departamental,712,1
Cabildo Abierto,Maldonado,184,DAF,Departamental,1480,3
Cabildo Abierto,Maldonado,186,DAF,Departamental,1301,1
Cabildo Abierto,Maldonado,187,DAF,Departamental,37,1
Cabildo Abierto,Maldonado,187,DAF,Departamental,615,1
Cabildo Abierto,Maldonado,187,DAF,Departamental,712,1
Cabildo Abierto,Maldonado,187,DAF,Departamental,1301,1
Cabildo Abierto,Maldonado,188,DAF,Departamental,51,1
Cabildo Abierto,Maldonado,189,DAF,Departamental,118,1
Cabildo Abierto,Maldonado,190,DAG,Departamental,615,2
Cabildo Abierto,Maldonado,190,DAG,Departamental,776,1
Cabildo Abierto,Maldonado,190,DAG,Departamental,1301,3
Cabildo Abierto,Maldonado,190,DAG,Departamental,11820,2
Cabildo Abierto,Maldonado,191,DAG,Departamental,37,1
Cabildo Abierto,Maldonado,191,DAG,Departamental,1301,1
Cabildo Abierto,Maldonado,192,DAG,Departamental,37,1
Cabildo Abierto,Maldonado,193,DAG,Departamental,37,2
Cabildo Abierto,Maldonado,193,DAG,Departamental,11820,1
Cabildo Abierto,Maldonado,194,DAH,Departamental,712,1
Cabildo Abierto,Maldonado,195,DAH,Departamental,51,1
Cabildo Abierto,Maldonado,195,DAH,Departamental,615,1
Cabildo Abierto,Maldonado,197,DAH,Departamental,51,1
Cabildo Abierto,Maldonado,197,DAH,Departamental,776,1
Cabildo Abierto,Maldonado,199,DAH,Departamental,615,1
Cabildo Abierto,Maldonado,199,DAH,Departamental,1480,1
Cabildo Abierto,Maldonado,200,DAH,Departamental,51,1
Cabildo Abierto,Maldonado,200,DAH,Departamental,615,1
Cabildo Abierto,Maldonado,201,DAH,Departamental,615,1
Cabildo Abierto,Maldonado,206,DAH,Departamental,1301,1
Cabildo Abierto,Maldonado,207,DAH,Departamental,712,1
Cabildo Abierto,Maldonado,208,DAH,Departamental,1480,1
Cabildo Abierto,Maldonado,209,DAH,Departamental,37,1
Cabildo Abierto,Maldonado,210,DAH,Departamental,776,1
Cabildo Abierto,Maldonado,210,DAH,Departamental,11820,1
Cabildo Abierto,Maldonado,211,DAH,Departamental,615,1
Cabildo Abierto,Maldonado,212,DAH,Departamental,776,1
Cabildo Abierto,Maldonado,212,DAH,Departamental,1480,1
Cabildo Abierto,Maldonado,212,DAH,Departamental,11820,1
Cabildo Abierto,Maldonado,213,DAH,Departamental,615,1
Cabildo Abierto,Maldonado,214,DAH,Departamental,615,1
Cabildo Abierto,Maldonado,215,DAH,Departamental,51,2
Cabildo Abierto,Maldonado,215,DAH,Departamental,615,1
Cabildo Abierto,Maldonado,215,DAH,Departamental,11820,2
Cabildo Abierto,Maldonado,216,DAH,Departamental,37,1
Cabildo Abierto,Maldonado,216,DAH,Departamental,1480,1
Cabildo Abierto,Maldonado,217,DAH,Departamental,118,1
Cabildo Abierto,Maldonado,217,DAH,Departamental,776,3
Cabildo Abierto,Maldonado,218,DAH,Departamental,51,1
Cabildo Abierto,Maldonado,218,DAH,Departamental,615,1
Cabildo Abierto,Maldonado,218,DAH,Departamental,712,1
Cabildo Abierto,Maldonado,218,DAH,Departamental,11820,1
Cabildo Abierto,Maldonado,220,DAH,Departamental,336,1
Cabildo Abierto,Maldonado,221,DAI,Departamental,712,1
Cabildo Abierto,Maldonado,222,DAI,Departamental,105,1
Cabildo Abierto,Maldonado,226,DAJ,Departamental,37,1
Cabildo Abierto,Maldonado,226,DAJ,Departamental,615,1
Cabildo Abierto,Maldonado,229,DAK,Departamental,712,1
Cabildo Abierto,Maldonado,229,DAK,Departamental,849,2
Cabildo Abierto,Maldonado,230,DAK,Departamental,849,1
Cabildo Abierto,Maldonado,231,DAK,Departamental,105,1
Cabildo Abierto,Maldonado,231,DAK,Departamental,849,1
Cabildo Abierto,Maldonado,232,DAK,Departamental,1301,1
Cabildo Abierto,Maldonado,232,DAK,Departamental,1480,1
Cabildo Abierto,Maldonado,232,DAK,Departamental,11820,2
Cabildo Abierto,Maldonado,236,DBA,Departamental,51,1
Cabildo Abierto,Maldonado,236,DBA,Departamental,118,1
Cabildo Abierto,Maldonado,237,DBA,Departamental,118,1
Cabildo Abierto,Maldonado,241,DBA,Departamental,51,1
Cabildo Abierto,Maldonado,242,DBA,Departamental,336,1
Cabildo Abierto,Maldonado,245,DBA,Departamental,51,1
Cabildo Abierto,Maldonado,246,DBA,Departamental,37,1
Cabildo Abierto,Maldonado,247,DBA,Departamental,51,1
Cabildo Abierto,Maldonado,248,DBA,Departamental,51,2
Cabildo Abierto,Maldonado,248,DBA,Departamental,1480,1
Cabildo Abierto,Maldonado,249,DBA,Departamental,776,1
Cabildo Abierto,Maldonado,250,DBA,Departamental,712,1
Cabildo Abierto,Maldonado,250,DBA,Departamental,849,1
Cabildo Abierto,Maldonado,251,DBA,Departamental,51,1
Cabildo Abierto,Maldonado,252,DBA,Departamental,51,1
Cabildo Abierto,Maldonado,253,DBA,Departamental,51,1
Cabildo Abierto,Maldonado,253,DBA,Departamental,118,2
Cabildo Abierto,Maldonado,253,DBA,Departamental,336,1
Cabildo Abierto,Maldonado,254,DBA,Departamental,105,2
Cabildo Abierto,Maldonado,255,DBA,Departamental,51,3
Cabildo Abierto,Maldonado,256,DBA,Departamental,51,1
Cabildo Abierto,Maldonado,256,DBA,Departamental,712,1
