PARTIDO,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,PRECANDIDATO,HOJA,CNT_VOTOS
Nacional,Canelones,513,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20400,1
Nacional,Canelones,513,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400400,1
Nacional,Canelones,514,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,9
Nacional,Canelones,514,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,13
Nacional,Canelones,514,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,2
Nacional,Canelones,514,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,27
Nacional,Canelones,514,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,514,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",26400,1
Nacional,Canelones,515,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,12
Nacional,Canelones,515,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,12
Nacional,Canelones,515,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",80,1
Nacional,Canelones,515,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,515,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,17
Nacional,Canelones,515,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,1
Nacional,Canelones,515,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,2
Nacional,Canelones,516,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,10
Nacional,Canelones,516,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,13
Nacional,Canelones,516,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",80,1
Nacional,Canelones,516,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,4
Nacional,Canelones,516,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,13
Nacional,Canelones,517,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,9
Nacional,Canelones,517,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,11
Nacional,Canelones,517,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,2
Nacional,Canelones,517,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,16
Nacional,Canelones,517,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20400,0
Nacional,Canelones,517,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",24400,1
Nacional,Canelones,517,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,5
Nacional,Canelones,518,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,7
Nacional,Canelones,518,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,8
Nacional,Canelones,518,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",151,1
Nacional,Canelones,518,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,518,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,23
Nacional,Canelones,518,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,1
Nacional,Canelones,519,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,6
Nacional,Canelones,519,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,6
Nacional,Canelones,519,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,25
Nacional,Canelones,519,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,519,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,1
Nacional,Canelones,519,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",26400,1
Nacional,Canelones,520,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,13
Nacional,Canelones,520,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,9
Nacional,Canelones,520,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",80,1
Nacional,Canelones,520,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,2
Nacional,Canelones,520,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,17
Nacional,Canelones,521,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,11
Nacional,Canelones,521,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,10
Nacional,Canelones,521,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,2
Nacional,Canelones,521,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,21
Nacional,Canelones,521,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20400,1
Nacional,Canelones,522,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,4
Nacional,Canelones,522,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,8
Nacional,Canelones,522,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,5
Nacional,Canelones,522,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,15
Nacional,Canelones,522,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,522,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,1
Nacional,Canelones,522,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,523,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,10
Nacional,Canelones,523,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,7
Nacional,Canelones,523,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,2
Nacional,Canelones,523,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,13
Nacional,Canelones,523,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,524,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,9
Nacional,Canelones,524,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,8
Nacional,Canelones,524,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,2
Nacional,Canelones,524,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,11
Nacional,Canelones,524,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,1
Nacional,Canelones,524,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",26400,1
Nacional,Canelones,525,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,11
Nacional,Canelones,525,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,9
Nacional,Canelones,525,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,3
Nacional,Canelones,525,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,13
Nacional,Canelones,525,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,1
Nacional,Canelones,526,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,7
Nacional,Canelones,526,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,12
Nacional,Canelones,526,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,526,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,11
Nacional,Canelones,526,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,526,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,2
Nacional,Canelones,527,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,4
Nacional,Canelones,527,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,6
Nacional,Canelones,527,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,527,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,11
Nacional,Canelones,527,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,527,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",404400,1
Nacional,Canelones,528,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,7
Nacional,Canelones,528,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,6
Nacional,Canelones,528,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,528,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,17
Nacional,Canelones,528,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,1
Nacional,Canelones,529,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,9
Nacional,Canelones,529,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,4
Nacional,Canelones,529,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,2
Nacional,Canelones,529,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,6
Nacional,Canelones,529,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,1
Nacional,Canelones,529,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,1
Nacional,Canelones,530,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,3
Nacional,Canelones,530,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,5
Nacional,Canelones,530,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,11
Nacional,Canelones,530,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,531,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,9
Nacional,Canelones,531,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,6
Nacional,Canelones,531,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,9
Nacional,Canelones,531,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,531,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,2
Nacional,Canelones,531,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20400,1
Nacional,Canelones,531,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",404400,1
Nacional,Canelones,532,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,7
Nacional,Canelones,532,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,12
Nacional,Canelones,532,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,7
Nacional,Canelones,532,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,532,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,1
Nacional,Canelones,533,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,12
Nacional,Canelones,533,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,6
Nacional,Canelones,533,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,533,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,18
Nacional,Canelones,533,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,533,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,1
Nacional,Canelones,533,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,534,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,4
Nacional,Canelones,534,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,6
Nacional,Canelones,534,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,9
Nacional,Canelones,534,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,2
Nacional,Canelones,534,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,2
Nacional,Canelones,535,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,8
Nacional,Canelones,535,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,8
Nacional,Canelones,535,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",80,1
Nacional,Canelones,535,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,535,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,8
Nacional,Canelones,535,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,535,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",404400,1
Nacional,Canelones,536,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,5
Nacional,Canelones,536,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,8
Nacional,Canelones,536,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,12
Nacional,Canelones,536,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,2
Nacional,Canelones,536,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,2
Nacional,Canelones,537,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,4
Nacional,Canelones,537,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,5
Nacional,Canelones,537,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",151,1
Nacional,Canelones,537,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,13
Nacional,Canelones,538,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,6
Nacional,Canelones,538,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,4
Nacional,Canelones,538,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,9
Nacional,Canelones,538,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,1
Nacional,Canelones,539,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,2
Nacional,Canelones,539,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,4
Nacional,Canelones,539,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,539,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,11
Nacional,Canelones,539,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,1
Nacional,Canelones,539,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,2
Nacional,Canelones,540,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,5
Nacional,Canelones,540,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,6
Nacional,Canelones,540,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",151,2
Nacional,Canelones,540,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,7
Nacional,Canelones,540,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,540,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,3
Nacional,Canelones,541,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,2
Nacional,Canelones,541,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,8
Nacional,Canelones,541,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",151,2
Nacional,Canelones,541,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,14
Nacional,Canelones,541,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,542,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,3
Nacional,Canelones,542,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,6
Nacional,Canelones,542,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,542,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,11
Nacional,Canelones,542,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,2
Nacional,Canelones,542,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,2
Nacional,Canelones,543,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,2
Nacional,Canelones,543,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,4
Nacional,Canelones,543,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,13
Nacional,Canelones,543,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,543,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,2
Nacional,Canelones,544,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,5
Nacional,Canelones,544,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,3
Nacional,Canelones,544,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,15
Nacional,Canelones,544,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,1
Nacional,Canelones,544,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,545,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,1
Nacional,Canelones,545,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,4
Nacional,Canelones,545,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,12
Nacional,Canelones,545,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,1
Nacional,Canelones,545,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",26400,1
Nacional,Canelones,545,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,546,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,4
Nacional,Canelones,546,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,5
Nacional,Canelones,546,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,2
Nacional,Canelones,546,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,10
Nacional,Canelones,546,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,2
Nacional,Canelones,546,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,2
Nacional,Canelones,547,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,4
Nacional,Canelones,547,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,6
Nacional,Canelones,547,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,12
Nacional,Canelones,547,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,1
Nacional,Canelones,547,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,548,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,7
Nacional,Canelones,548,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,3
Nacional,Canelones,548,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,548,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,14
Nacional,Canelones,548,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,1
Nacional,Canelones,549,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,2
Nacional,Canelones,549,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,7
Nacional,Canelones,549,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,549,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,11
Nacional,Canelones,549,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,550,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,7
Nacional,Canelones,550,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,4
Nacional,Canelones,550,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,5
Nacional,Canelones,551,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,6
Nacional,Canelones,551,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,7
Nacional,Canelones,551,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,11
Nacional,Canelones,551,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",23400,1
Nacional,Canelones,552,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,4
Nacional,Canelones,552,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,6
Nacional,Canelones,552,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",80,1
Nacional,Canelones,552,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,8
Nacional,Canelones,552,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,2
Nacional,Canelones,553,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,4
Nacional,Canelones,553,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,3
Nacional,Canelones,553,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,9
Nacional,Canelones,554,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,2
Nacional,Canelones,554,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,554,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,8
Nacional,Canelones,555,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,3
Nacional,Canelones,555,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,8
Nacional,Canelones,555,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,2
Nacional,Canelones,555,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,8
Nacional,Canelones,555,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,1
Nacional,Canelones,556,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,2
Nacional,Canelones,556,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,4
Nacional,Canelones,556,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,8
Nacional,Canelones,557,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,3
Nacional,Canelones,557,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,5
Nacional,Canelones,557,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,557,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,8
Nacional,Canelones,557,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,1
Nacional,Canelones,557,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400400,2
Nacional,Canelones,558,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,1
Nacional,Canelones,558,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,2
Nacional,Canelones,558,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,6
Nacional,Canelones,559,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,3
Nacional,Canelones,559,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,9
Nacional,Canelones,559,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,10
Nacional,Canelones,559,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",19400,1
Nacional,Canelones,559,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,1
Nacional,Canelones,559,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400400,1
Nacional,Canelones,559,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,560,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,2
Nacional,Canelones,560,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,5
Nacional,Canelones,560,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,560,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,7
Nacional,Canelones,560,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,2
Nacional,Canelones,560,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,1
Nacional,Canelones,560,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400400,2
Nacional,Canelones,561,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,5
Nacional,Canelones,561,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,2
Nacional,Canelones,561,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,2
Nacional,Canelones,561,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,9
Nacional,Canelones,561,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,561,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,1
Nacional,Canelones,561,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,562,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,3
Nacional,Canelones,562,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,3
Nacional,Canelones,562,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,1
Nacional,Canelones,562,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,6
Nacional,Canelones,562,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,563,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,3
Nacional,Canelones,563,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,1
Nacional,Canelones,563,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,7
Nacional,Canelones,564,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,3
Nacional,Canelones,564,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,2
Nacional,Canelones,564,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,2
Nacional,Canelones,564,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,8
Nacional,Canelones,564,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,564,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,1
Nacional,Canelones,565,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,2
Nacional,Canelones,565,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,2
Nacional,Canelones,565,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,9
Nacional,Canelones,565,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,565,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,1
Nacional,Canelones,565,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,566,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,1
Nacional,Canelones,566,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,2
Nacional,Canelones,566,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",200,2
Nacional,Canelones,566,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,6
Nacional,Canelones,566,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,566,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",4042050,1
Nacional,Canelones,567,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,1
Nacional,Canelones,567,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,10
Nacional,Canelones,567,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,12
Nacional,Canelones,567,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,1
Nacional,Canelones,567,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,2
Nacional,Canelones,567,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,568,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,9
Nacional,Canelones,568,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,2
Nacional,Canelones,568,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,3
Nacional,Canelones,568,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",419,2
Nacional,Canelones,568,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,2
Nacional,Canelones,568,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400404,1
Nacional,Canelones,569,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",5,5
Nacional,Canelones,569,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",40,7
Nacional,Canelones,569,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",400,2
Nacional,Canelones,569,CMA,Departamental,"DELGADO CERETTA, Alvaro Luis",20503,1
